trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
363,False,"{'a': 0.01, 'e': 0.02651618440889418}",25,10,26.566342677071695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.02625234396568796}",25,17,13.249901392341703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.025991128778755347}",20,14,11.434937499840947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.02573251272635994}",20,12,17.005549604310875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",25,15,18.761452448318654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025222974835227212}",30,20,16.843049668659223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.024972002042276155}",30,8,38.941140488835565,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.024723526470339388}",30,1,38.2364384070313,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.02447752327165267}",20,9,19.492193363974103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.024233967845691113}",25,13,22.568813381722908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,3,29.38513994993279,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.023754103131304997}",30,10,36.84966484237034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.023517745856009107}",25,14,20.511004470448633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023283740374897}",25,17,13.722221367807842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.02305206328722557}",25,7,31.309983095081243,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02282269142509297}",20,12,18.023458093068818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.022595601851121864}",35,17,29.587698968388175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.02237077185616559}",20,16,8.623794125461192,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.022148178957037315}",20,11,18.705142316340215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.02192780089426161}",25,9,21.49939425065371,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02170961562984857}",25,17,16.625137081445644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.021493601345089923}",20,3,26.178553173591965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.02127973643837717}",20,13,10.831227120286533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.021067999523041434}",25,17,14.497598930622019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,10,19.73435093026705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,1,28.553606007016626,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020445346037937653}",20,3,29.15957376048113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.02024191144580439}",25,4,35.44714530801804,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,6,27.159898830714088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.019841094744370288}",20,12,13.912771200543586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019643672553065292}",25,6,33.82700022359864,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.01944821474538539}",20,14,13.42147230349362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01925470177538692}",20,12,15.741909034183061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.019063114291611637}",20,14,7.955936914060985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.018873433135151486}",20,15,10.670771346291811,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018685639337732773}",20,10,19.315908054086503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.018499714119819242}",30,23,10.16640193182133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.01831563888873418}",20,9,17.594484220291893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.018133395236801075}",25,15,17.519672830850446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.01795296493950285}",25,17,15.257057358221646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01777432995365944}",20,7,22.614838318550834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.017597472415623393}",20,14,10.882989111974918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017422374639493515}",20,0,29.406117595229798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.01, 'e': 0.017249019115346265}",25,18,15.340554980618373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017077388507484793}",25,7,32.70770060404184,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.01690746565270528}",20,10,18.279205907369672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.016739233558580632}",25,12,24.19017101320799,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016572675401761255}",25,5,36.51676479936152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.016407774526292645}",20,12,17.840883866835156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.01624451444194987}",25,11,25.305348085993828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.016082878822588433}",30,11,30.291828493250463,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.015922851504511698}",30,17,25.08165572941343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015764416484854486}",25,5,34.27872675822626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.01560755791998283}",25,17,13.543534737127189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015452260123909515}",20,14,12.006245699886197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015298507566725518}",20,8,9.886170715044834,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.01514628487304698}",25,0,42.19350499063124,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,11,14.27544018832137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014846368338086832}",25,14,20.36005623671902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014698644504901784}",25,5,36.37258541714596,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014552390548416123}",20,10,19.539539107207574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.01440759184311235}",25,9,24.781158110602508,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.014264233908999256}",20,3,28.232685055058603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014122302410163962}",25,9,25.690912025045566,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.013981783153338296}",25,15,19.48091814535909,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842662086479501}",25,14,20.88492331678713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013704925297364945}",30,20,18.64207809592899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568559012200934}",20,12,15.899422772961794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013433549594245302}",20,16,10.15601902990836,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013299883542443767}",25,16,15.338748137104352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.013167547490079751}",20,3,27.519353418487384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013036528203437736}",30,19,22.09003188322037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.012906812580479862}",25,12,26.196185483153098,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.01277838764953576}",30,0,35.7871711396665,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.01, 'e': 0.012651240568005305}",20,11,16.749852600939313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012525358621074385}",20,0,27.367999093031234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.01, 'e': 0.012400729220443406}",20,0,29.97827720261035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.01, 'e': 0.012277339903068436}",20,16,8.104263671647246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012155178329914935}",30,22,13.986217231704305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012034232284723775}",30,14,23.298763693026576,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,16,8.21751986547006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011795938519751562}",25,9,29.692983403370448,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011678566970395442}",20,3,27.132092084651326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011562363287468536}",25,9,29.347523954887677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.01144731585050571}",20,9,21.638980657002698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.011333413154667387}",20,8,26.85754955935557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220643809589084}",20,0,27.394854214308456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.01, 'e': 0.011108996538242306}",25,14,18.25954596732224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,0,33.84952652156984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.01, 'e': 0.01088902366855444}",20,0,25.12844785670484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.01, 'e': 0.010780676072743084}",30,13,35.05470217408861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522925}",25,15,19.77961816529044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852655}",20,6,27.246067972486706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",20,0,33.19646692193935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.01, 'e': 0.010357959717613696}",25,18,11.703467183171282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,12,15.780748115696184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",30,18,24.073166195145916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",20,4,27.802098163074195,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",30,23,12.850019657405507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.009852796061187257}",20,3,25.968240256923814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.009754759102342903}",25,8,29.292243047056502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.009657697627537777}",25,1,41.181494436695765,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.009561601930543505}",20,13,11.504714516455554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.009466462401710323}",20,12,15.625890606593972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.009372269527006058}",20,11,17.293532969820117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.01, 'e': 0.009279013887064744}",30,20,16.16790431505401,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.01, 'e': 0.009186686156244664}",30,8,36.61428322522915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.009095277101695816}",25,18,9.570021127734716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.00900477758243656}",20,14,10.511175015916084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.008915178548439553}",25,13,23.88658307323669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.008826471039726723}",30,20,20.598540660716772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.00873864618547329}",25,19,10.671539329190193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.008651695203120634}",25,15,15.369404083109611,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.00856560939749806}",20,15,7.333052265854242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.00848038015995326}",20,10,15.700903521324744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.00839599896749147}",30,9,32.75448759056464,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.008312457381923119}",20,12,10.972151002444363,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.00822974704902003}",20,1,28.351206304341822,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.008147859697679982}",30,3,40.43013272383423,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008066787139099614}",30,13,32.604457269750014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.007986521265955502}",20,3,29.04929401401685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.007907054051593441}",20,15,9.013334518964859,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.01, 'e': 0.007828377549225767}",30,14,29.91505228134865,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.007750483891136692}",25,18,14.644902007715475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007673365287895489}",30,15,29.175661959957427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.007597014027577567}",20,11,14.12497652430885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.00752142247499327}",30,8,39.50174450728896,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.007446583070924338}",25,14,19.806498915011623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007372488331368012}",20,10,19.550548877059562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007299130846788583}",25,11,9.87596563468008,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.0072265032813764625}",30,10,30.54261607893547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.007154598372314579}",30,8,35.78986491199886,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.0070834089290521185}",25,15,20.03124965034653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007012927832585425}",30,15,28.400087786328292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.0069431480347461145}",25,17,16.456868048845696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.006874062557496248}",35,17,32.50412646841834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.006805664492230543}",25,19,13.269765668868564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006737946999085467}",25,11,24.953243102890053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.01, 'e': 0.006670903306255274}",20,10,19.271497590716695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.006604526709314805}",20,16,8.323577288452613,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.006538810570549064}",30,9,35.62778845240137,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.01, 'e': 0.006473748318289405}",20,3,30.319854207311298,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.01, 'e': 0.006409333446256383}",20,0,24.67210196430206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.01, 'e': 0.00634555951290911}",25,12,20.931432678212158,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.01, 'e': 0.006282420140801118}",20,12,15.936439974413618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.006219909015942573}",25,17,15.958417306350967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.006158019887168897}",20,6,23.524177124764876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.006096746565515633}",25,12,24.888261746233596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.006036082923599565}",20,16,10.011468221831102,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.005976022895005943}",20,0,31.5027039923935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.01, 'e': 0.005916560473681857}",25,8,31.443271165974323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.0058576897133356225}",20,2,24.271235818079003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.01, 'e': 0.005799404726842141}",25,11,28.92120346261915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.005741699685654202}",20,6,24.941391209753313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.01, 'e': 0.005684568819219595}",20,0,35.166946078768675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
518,False,"{'a': 0.01, 'e': 0.005628006414404065}",25,18,15.082341350667106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.005572006814919993}",25,15,15.954409109190472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.0055165644207607716}",20,8,21.56541977652347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.005461673687640779}",35,23,23.72880082386366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.00540732912644096}",30,8,35.017607953623205,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.005353525302659903}",25,0,33.22118943361276,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.005300256835870402}",25,12,23.306293107576124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.005247518399181385}",20,9,18.990331345157138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.005195304718705231}",30,12,32.128072929512896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.005143610573030379}",35,25,19.09401085376895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.00509243079269919}",30,13,30.70819127393789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.005041760259690979}",20,14,13.400482144193823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.01, 'e': 0.004991593906910217}",20,12,15.131371169384206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,20,23.228676479382905,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,17.712044124980824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,30.563381108170002,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,44.44352614356401,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,10,26.255853485501977,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,7.1904665170041735,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,14.250696169242177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,12.340054566387177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,18.94903428171341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,12,22.604089014134576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
